date,product_id,impressions,clicks,inquiries,orders
2026-04-12,P0415,801,8,2,0
2026-04-13,P0415,768,6,1,0
2026-04-14,P0415,695,4,0,0
2026-04-15,P0415,528,5,1,0
2026-04-16,P0415,694,5,0,0
2026-04-17,P0415,760,5,1,0
2026-04-18,P0415,840,6,1,0
2026-04-19,P0415,673,5,1,0
2026-04-20,P0415,897,9,2,0
2026-04-21,P0415,801,7,1,0
2026-04-22,P0415,809,5,0,0
2026-04-23,P0415,824,7,1,0
2026-04-24,P0415,870,9,1,0
2026-04-25,P0415,670,3,0,0
2026-04-26,P0415,789,9,2,0
2026-04-27,P0415,757,6,0,0
2026-04-28,P0415,682,5,1,0
2026-03-30,P0022,732,29,0,0
2026-03-31,P0022,699,39,1,0
2026-04-01,P0022,710,28,1,0
2026-04-02,P0022,813,42,1,0
2026-04-03,P0022,680,38,1,0
2026-04-04,P0022,630,25,0,0
2026-04-05,P0022,787,32,1,0
2026-04-06,P0022,693,37,1,0
2026-04-07,P0022,679,28,0,0
2026-04-08,P0022,631,27,0,0
2026-04-09,P0022,603,34,1,0
2026-04-10,P0022,507,17,0,0
2026-04-11,P0022,681,30,1,0
2026-04-12,P0022,603,25,0,0
2026-04-13,P0022,520,25,0,0
2026-04-14,P0022,453,13,0,0
2026-04-15,P0022,740,20,0,0
2026-04-16,P0022,724,50,0,0
2026-04-17,P0022,456,21,0,0
2026-04-18,P0022,540,26,0,0
2026-04-19,P0022,587,18,0,0
2026-04-20,P0022,805,42,1,0
2026-04-21,P0022,637,35,1,0
2026-04-22,P0022,607,25,1,0
2026-04-23,P0022,588,22,0,0
2026-04-24,P0022,555,30,0,0
2026-04-25,P0022,393,18,0,0
2026-04-26,P0022,642,24,0,0
2026-04-27,P0022,648,25,0,0
2026-04-28,P0022,647,36,1,0
2026-03-30,P0072,143,0,0,0
2026-03-31,P0072,76,0,0,0
2026-04-01,P0072,135,0,0,0
2026-04-02,P0072,154,0,0,0
2026-04-03,P0072,160,0,0,0
2026-04-04,P0072,137,0,0,0
2026-04-05,P0072,111,0,0,0
2026-04-06,P0072,156,0,0,0
2026-04-07,P0072,169,1,0,0
2026-04-08,P0072,132,0,0,0
2026-04-09,P0072,183,1,0,0
2026-04-10,P0072,155,0,0,0
2026-04-11,P0072,156,0,0,0
2026-04-12,P0072,114,0,0,0
2026-04-13,P0072,127,0,0,0
2026-04-14,P0072,128,0,0,0
2026-04-15,P0072,173,1,0,0
2026-04-16,P0072,114,0,0,0
2026-04-17,P0072,155,1,0,0
2026-04-18,P0072,181,0,0,0
2026-04-19,P0072,122,0,0,0
2026-04-20,P0072,116,0,0,0
2026-04-21,P0072,176,0,0,0
2026-04-22,P0072,132,0,0,0
2026-04-23,P0072,159,0,0,0
2026-04-24,P0072,132,0,0,0
2026-04-25,P0072,145,0,0,0
2026-04-26,P0072,166,0,0,0
2026-04-27,P0072,142,0,0,0
2026-04-28,P0072,111,0,0,0
2026-03-30,P0182,1311,29,5,1
2026-03-31,P0182,965,12,2,0
2026-04-01,P0182,1203,21,3,1
2026-04-02,P0182,1143,15,2,0
2026-04-03,P0182,848,9,1,0
2026-04-04,P0182,1262,25,6,2
2026-04-05,P0182,1153,19,2,0
2026-04-06,P0182,697,16,2,0
2026-04-07,P0182,830,15,3,1
2026-04-08,P0182,757,13,1,0
2026-04-09,P0182,1052,17,2,0
2026-04-10,P0182,1253,26,5,0
2026-04-11,P0182,998,26,5,1
2026-04-12,P0182,961,13,3,1
2026-04-13,P0182,892,16,0,0
2026-04-14,P0182,1014,22,1,0
2026-04-15,P0182,1161,15,2,0
2026-04-16,P0182,1268,22,3,1
2026-04-17,P0182,808,14,2,0
2026-04-18,P0182,1137,23,3,1
2026-04-19,P0182,1234,19,3,1
2026-04-20,P0182,999,12,2,0
2026-04-21,P0182,1164,19,2,1
2026-04-22,P0182,1159,22,4,1
2026-04-23,P0182,1007,16,3,0
2026-04-24,P0182,1233,21,3,1
2026-04-25,P0182,1012,17,2,0
2026-04-26,P0182,908,16,2,0
2026-04-27,P0182,993,25,3,1
2026-04-28,P0182,983,13,1,0
2026-03-30,P0131,498,24,1,0
2026-03-31,P0131,525,32,2,0
2026-04-01,P0131,541,27,2,0
2026-04-02,P0131,490,21,1,0
2026-04-03,P0131,351,17,1,0
2026-04-04,P0131,390,20,1,0
2026-04-05,P0131,429,16,1,0
2026-04-06,P0131,420,19,1,0
2026-04-07,P0131,460,36,2,0
2026-04-08,P0131,473,30,3,0
2026-04-09,P0131,462,34,3,0
2026-04-10,P0131,444,16,1,0
2026-04-11,P0131,430,17,1,0
2026-04-12,P0131,432,18,1,0
2026-04-13,P0131,346,17,1,0
2026-04-14,P0131,526,22,1,0
2026-04-15,P0131,489,33,1,0
2026-04-16,P0131,506,17,1,0
2026-04-17,P0131,430,23,2,0
2026-04-18,P0131,422,18,1,0
2026-04-19,P0131,338,15,1,0
2026-04-20,P0131,443,32,2,0
2026-04-21,P0131,490,25,2,0
2026-04-22,P0131,410,12,0,0
2026-04-23,P0131,450,15,1,0
2026-04-24,P0131,410,16,1,0
2026-04-25,P0131,363,21,1,0
2026-04-26,P0131,466,22,2,0
2026-04-27,P0131,558,24,2,0
2026-04-28,P0131,477,26,2,0
2026-03-30,P0410,740,26,1,0
2026-03-31,P0410,587,14,1,0
2026-04-01,P0410,547,18,1,0
2026-04-02,P0410,594,15,0,0
2026-04-03,P0410,468,13,1,0
2026-04-04,P0410,600,12,1,0
2026-04-05,P0410,686,24,2,0
2026-04-06,P0410,586,16,1,0
2026-04-07,P0410,674,17,1,0
2026-04-08,P0410,749,14,0,0
2026-04-09,P0410,741,15,1,0
2026-04-10,P0410,620,18,1,0
2026-04-11,P0410,529,11,1,0
2026-04-12,P0410,542,13,0,0
2026-04-13,P0410,768,19,2,0
2026-04-14,P0410,634,18,0,0
2026-04-15,P0410,633,21,2,0
2026-04-16,P0410,756,18,1,0
2026-04-17,P0410,618,20,1,0
2026-04-18,P0410,724,22,2,0
2026-04-19,P0410,696,18,1,0
2026-04-20,P0410,641,22,2,0
2026-04-21,P0410,594,19,1,0
2026-04-22,P0410,607,16,1,0
2026-04-23,P0410,650,17,1,0
2026-04-24,P0410,761,23,1,0
2026-04-25,P0410,645,12,1,0
2026-04-26,P0410,886,29,2,0
2026-04-27,P0410,653,13,0,0
2026-04-28,P0410,633,9,0,0
2026-03-30,P0193,96,1,0,0
2026-03-31,P0193,109,1,0,0
2026-04-01,P0193,88,1,0,0
2026-04-02,P0193,83,1,0,0
2026-04-03,P0193,99,2,0,0
2026-04-04,P0193,118,2,0,0
2026-04-05,P0193,102,2,0,0
2026-04-06,P0193,90,1,0,0
2026-04-07,P0193,106,1,0,0
2026-04-08,P0193,82,1,0,0
2026-04-09,P0193,115,2,0,0
2026-04-10,P0193,103,2,0,0
2026-04-11,P0193,119,1,0,0
2026-04-12,P0193,117,2,0,0
2026-04-13,P0193,82,1,0,0
2026-04-14,P0193,76,1,0,0
2026-04-15,P0193,93,1,0,0
2026-04-16,P0193,57,0,0,0
2026-04-17,P0193,96,1,0,0
2026-04-18,P0193,109,1,0,0
2026-04-19,P0193,99,1,0,0
2026-04-20,P0193,118,2,0,0
2026-04-21,P0193,94,1,0,0
2026-04-22,P0193,122,1,0,0
2026-04-23,P0193,108,1,0,0
2026-04-24,P0193,70,1,0,0
2026-04-25,P0193,97,1,0,0
2026-04-26,P0193,90,1,0,0
2026-04-27,P0193,111,2,0,0
2026-04-28,P0193,96,1,0,0
2026-03-30,P0055,177,0,0,0
2026-03-31,P0055,173,0,0,0
2026-04-01,P0055,171,0,0,0
2026-04-02,P0055,155,0,0,0
2026-04-03,P0055,158,0,0,0
2026-04-04,P0055,153,0,0,0
2026-04-05,P0055,140,0,0,0
2026-04-06,P0055,144,0,0,0
2026-04-07,P0055,146,0,0,0
2026-04-08,P0055,149,0,0,0
2026-04-09,P0055,170,0,0,0
2026-04-10,P0055,143,0,0,0
2026-04-11,P0055,134,0,0,0
2026-04-12,P0055,137,0,0,0
2026-04-13,P0055,147,0,0,0
2026-04-14,P0055,203,1,0,0
2026-04-15,P0055,140,0,0,0
2026-04-16,P0055,154,0,0,0
2026-04-17,P0055,129,0,0,0
2026-04-18,P0055,153,0,0,0
2026-04-19,P0055,170,0,0,0
2026-04-20,P0055,150,0,0,0
2026-04-21,P0055,192,1,0,0
2026-04-22,P0055,127,0,0,0
2026-04-23,P0055,150,0,0,0
2026-04-24,P0055,138,0,0,0
2026-04-25,P0055,133,0,0,0
2026-04-26,P0055,175,1,0,0
2026-04-27,P0055,161,0,0,0
2026-04-28,P0055,146,0,0,0
2026-03-30,P0148,692,39,1,0
2026-03-31,P0148,602,15,0,0
2026-04-01,P0148,718,21,1,0
2026-04-02,P0148,535,18,0,0
2026-04-03,P0148,715,40,1,0
2026-04-04,P0148,448,27,1,0
2026-04-05,P0148,608,30,1,0
2026-04-06,P0148,562,24,1,0
2026-04-07,P0148,496,25,1,0
2026-04-08,P0148,525,18,1,0
2026-04-09,P0148,638,27,1,0
2026-04-10,P0148,534,21,1,0
2026-04-11,P0148,713,23,1,0
2026-04-12,P0148,566,24,0,0
2026-04-13,P0148,498,22,0,0
2026-04-14,P0148,661,30,1,0
2026-04-15,P0148,533,19,0,0
2026-04-16,P0148,440,17,0,0
2026-04-17,P0148,594,23,1,0
2026-04-18,P0148,534,26,0,0
2026-04-19,P0148,523,29,1,0
2026-04-20,P0148,620,26,1,0
2026-04-21,P0148,629,27,1,0
2026-04-22,P0148,568,20,1,0
2026-04-23,P0148,518,23,1,0
2026-04-24,P0148,553,20,1,0
2026-04-25,P0148,587,33,0,0
2026-04-26,P0148,530,17,0,0
2026-04-27,P0148,641,23,1,0
2026-04-28,P0148,593,24,1,0
2026-03-30,P0018,165,1,0,0
2026-03-31,P0018,124,1,0,0
2026-04-01,P0018,70,1,0,0
2026-04-02,P0018,130,1,0,0
2026-04-03,P0018,111,1,0,0
2026-04-04,P0018,130,1,0,0
2026-04-05,P0018,125,1,0,0
2026-04-06,P0018,102,1,0,0
2026-04-07,P0018,127,1,0,0
2026-04-08,P0018,113,1,0,0
2026-04-09,P0018,97,1,0,0
2026-04-10,P0018,126,1,0,0
2026-04-11,P0018,130,1,0,0
2026-04-12,P0018,103,1,0,0
2026-04-13,P0018,132,1,0,0
2026-04-14,P0018,110,1,0,0
2026-04-15,P0018,114,1,0,0
2026-04-16,P0018,132,2,0,0
2026-04-17,P0018,144,2,0,0
2026-04-18,P0018,126,1,0,0
2026-04-19,P0018,158,1,0,0
2026-04-20,P0018,130,1,0,0
2026-04-21,P0018,116,1,0,0
2026-04-22,P0018,133,1,0,0
2026-04-23,P0018,116,1,0,0
2026-04-24,P0018,114,0,0,0
2026-04-25,P0018,133,1,0,0
2026-04-26,P0018,158,2,0,0
2026-04-27,P0018,149,1,0,0
2026-04-28,P0018,124,1,0,0
2026-03-30,P0204,1292,45,5,0
2026-03-31,P0204,2436,67,11,0
2026-04-01,P0204,2717,86,11,0
2026-04-02,P0204,1648,40,7,0
2026-04-03,P0204,2167,62,12,0
2026-04-04,P0204,2481,57,6,0
2026-04-05,P0204,1672,47,4,0
2026-04-06,P0204,1800,35,3,0
2026-04-07,P0204,1915,50,7,0
2026-04-08,P0204,1906,39,5,0
2026-04-09,P0204,1561,33,3,0
2026-04-10,P0204,1770,52,4,0
2026-04-11,P0204,1898,47,3,0
2026-04-12,P0204,1878,45,6,0
2026-04-13,P0204,2442,70,7,0
2026-04-14,P0204,2036,66,7,0
2026-04-15,P0204,2011,68,11,0
2026-04-16,P0204,1920,55,6,0
2026-04-17,P0204,2022,48,5,0
2026-04-18,P0204,2165,47,7,0
2026-04-19,P0204,2037,65,3,0
2026-04-20,P0204,1871,50,7,0
2026-04-21,P0204,2081,65,9,0
2026-04-22,P0204,2155,78,12,0
2026-04-23,P0204,2781,64,11,0
2026-04-24,P0204,2317,52,7,0
2026-04-25,P0204,2472,70,11,0
2026-04-26,P0204,1973,55,7,0
2026-04-27,P0204,1889,49,8,0
2026-04-28,P0204,2175,53,5,0
2026-03-30,P0078,547,10,1,0
2026-03-31,P0078,522,7,1,0
2026-04-01,P0078,520,7,0,0
2026-04-02,P0078,519,7,1,0
2026-04-03,P0078,371,5,0,0
2026-04-04,P0078,547,6,1,0
2026-04-05,P0078,449,6,1,0
2026-04-06,P0078,502,8,1,0
2026-04-07,P0078,542,8,0,0
2026-04-08,P0078,475,5,0,0
2026-04-09,P0078,504,7,0,0
2026-04-10,P0078,458,7,1,0
2026-04-11,P0078,408,5,0,0
2026-04-12,P0078,448,6,1,0
2026-04-13,P0078,408,5,1,0
2026-04-14,P0078,366,6,0,0
2026-04-15,P0078,447,6,1,0
2026-04-16,P0078,529,8,1,0
2026-04-17,P0078,545,8,2,0
2026-04-18,P0078,476,7,1,0
2026-04-19,P0078,455,7,1,0
2026-04-20,P0078,463,8,1,0
2026-04-21,P0078,367,7,1,0
2026-04-22,P0078,438,6,1,0
2026-04-23,P0078,492,7,1,0
2026-04-24,P0078,448,7,1,0
2026-04-25,P0078,476,8,1,0
2026-04-26,P0078,399,5,0,0
2026-04-27,P0078,532,6,0,0
2026-04-28,P0078,422,6,0,0
2026-03-30,P0494,915,14,1,0
2026-03-31,P0494,748,8,0,0
2026-04-01,P0494,727,10,0,0
2026-04-02,P0494,833,10,0,0
2026-04-03,P0494,621,7,0,0
2026-04-04,P0494,891,12,1,0
2026-04-05,P0494,716,10,0,0
2026-04-06,P0494,697,11,0,0
2026-04-07,P0494,675,7,0,0
2026-04-08,P0494,1014,13,1,0
2026-04-09,P0494,945,10,0,0
2026-04-10,P0494,675,10,0,0
2026-04-11,P0494,922,11,0,0
2026-04-12,P0494,694,9,0,0
2026-04-13,P0494,1015,11,1,0
2026-04-14,P0494,820,13,1,0
2026-04-15,P0494,879,13,0,0
2026-04-16,P0494,1038,15,1,0
2026-04-17,P0494,634,9,0,0
2026-04-18,P0494,1075,13,0,0
2026-04-19,P0494,696,8,0,0
2026-04-20,P0494,621,9,0,0
2026-04-21,P0494,738,12,1,0
2026-04-22,P0494,788,11,0,0
2026-04-23,P0494,784,10,0,0
2026-04-24,P0494,831,9,0,0
2026-04-25,P0494,806,10,0,0
2026-04-26,P0494,723,9,0,0
2026-04-27,P0494,814,11,0,0
2026-04-28,P0494,663,8,0,0
2026-03-30,P0262,37,0,0,0
2026-03-31,P0262,73,2,0,0
2026-04-01,P0262,51,1,0,0
2026-04-02,P0262,57,2,0,0
2026-04-03,P0262,76,1,0,0
2026-04-04,P0262,49,1,0,0
2026-04-05,P0262,66,1,0,0
2026-04-06,P0262,65,2,0,0
2026-04-07,P0262,41,1,0,0
2026-04-08,P0262,62,1,0,0
2026-04-09,P0262,55,1,0,0
2026-04-10,P0262,60,1,0,0
2026-04-11,P0262,73,2,0,0
2026-04-12,P0262,48,1,0,0
2026-04-13,P0262,51,0,0,0
2026-04-14,P0262,60,1,0,0
2026-04-15,P0262,70,2,0,0
2026-04-16,P0262,48,1,0,0
2026-04-17,P0262,54,1,0,0
2026-04-18,P0262,66,2,0,0
2026-04-19,P0262,62,2,0,0
2026-04-20,P0262,86,2,0,0
2026-04-21,P0262,35,1,0,0
2026-04-22,P0262,56,2,0,0
2026-04-23,P0262,58,1,0,0
2026-04-24,P0262,62,1,0,0
2026-04-25,P0262,62,1,0,0
2026-04-26,P0262,59,2,0,0
2026-04-27,P0262,74,2,0,0
2026-04-28,P0262,70,2,0,0
2026-03-30,P0323,158,1,0,0
2026-03-31,P0323,179,2,0,0
2026-04-01,P0323,212,2,0,0
2026-04-02,P0323,202,1,0,0
2026-04-03,P0323,222,2,0,0
2026-04-04,P0323,191,2,0,0
2026-04-05,P0323,185,2,0,0
2026-04-06,P0323,186,2,0,0
2026-04-07,P0323,164,1,0,0
2026-04-08,P0323,154,1,0,0
2026-04-09,P0323,208,2,0,0
2026-04-10,P0323,171,2,0,0
2026-04-11,P0323,176,2,0,0
2026-04-12,P0323,147,1,0,0
2026-04-13,P0323,174,2,0,0
2026-04-14,P0323,207,1,0,0
2026-04-15,P0323,188,1,0,0
2026-04-16,P0323,161,1,0,0
2026-04-17,P0323,190,2,0,0
2026-04-18,P0323,203,2,0,0
2026-04-19,P0323,109,1,0,0
2026-04-20,P0323,167,2,0,0
2026-04-21,P0323,198,3,0,0
2026-04-22,P0323,141,2,0,0
2026-04-23,P0323,267,3,0,0
2026-04-24,P0323,155,1,0,0
2026-04-25,P0323,143,2,0,0
2026-04-26,P0323,202,2,0,0
2026-04-27,P0323,185,2,0,0
2026-04-28,P0323,175,2,0,0
2026-03-30,P0483,402,3,0,0
2026-03-31,P0483,351,2,0,0
2026-04-01,P0483,450,4,0,0
2026-04-02,P0483,347,3,0,0
2026-04-03,P0483,373,3,0,0
2026-04-04,P0483,440,4,0,0
2026-04-05,P0483,442,3,0,0
2026-04-06,P0483,311,3,0,0
2026-04-07,P0483,385,3,0,0
2026-04-08,P0483,378,2,0,0
2026-04-09,P0483,393,2,0,0
2026-04-10,P0483,348,3,0,0
2026-04-11,P0483,484,4,0,0
2026-04-12,P0483,446,3,0,0
2026-04-13,P0483,454,4,0,0
2026-04-14,P0483,421,3,0,0
2026-04-15,P0483,331,2,0,0
2026-04-16,P0483,368,3,0,0
2026-04-17,P0483,357,2,0,0
2026-04-18,P0483,481,4,0,0
2026-04-19,P0483,358,3,0,0
2026-04-20,P0483,404,4,0,0
2026-04-21,P0483,371,2,0,0
2026-04-22,P0483,377,3,0,0
2026-04-23,P0483,316,2,0,0
2026-04-24,P0483,334,3,0,0
2026-04-25,P0483,348,3,0,0
2026-04-26,P0483,431,5,0,0
2026-04-27,P0483,437,3,0,0
2026-04-28,P0483,367,2,0,0
2026-03-30,P0079,228,12,0,0
2026-03-31,P0079,212,7,0,0
2026-04-01,P0079,248,10,0,0
2026-04-02,P0079,198,11,0,0
2026-04-03,P0079,217,13,0,0
2026-04-04,P0079,220,10,0,0
2026-04-05,P0079,242,11,1,0
2026-04-06,P0079,218,8,0,0
2026-04-07,P0079,291,12,0,0
2026-04-08,P0079,285,17,1,0
2026-04-09,P0079,192,9,0,0
2026-04-10,P0079,227,15,0,0
2026-04-11,P0079,262,10,0,0
2026-04-12,P0079,204,8,0,0
2026-04-13,P0079,277,12,0,0
2026-04-14,P0079,217,12,0,0
2026-04-15,P0079,150,7,0,0
2026-04-16,P0079,192,7,0,0
2026-04-17,P0079,166,8,0,0
2026-04-18,P0079,257,13,0,0
2026-04-19,P0079,243,9,0,0
2026-04-20,P0079,289,14,1,0
2026-04-21,P0079,247,12,1,0
2026-04-22,P0079,230,14,0,0
2026-04-23,P0079,330,13,0,0
2026-04-24,P0079,248,12,0,0
2026-04-25,P0079,198,14,0,0
2026-04-26,P0079,227,10,0,0
2026-04-27,P0079,233,10,0,0
2026-04-28,P0079,218,9,0,0
2026-03-30,P0039,342,3,0,0
2026-03-31,P0039,251,2,0,0
2026-04-01,P0039,321,2,0,0
2026-04-02,P0039,269,2,0,0
2026-04-03,P0039,346,2,0,0
2026-04-04,P0039,316,3,0,0
2026-04-05,P0039,265,2,0,0
2026-04-06,P0039,370,2,0,0
2026-04-07,P0039,329,3,0,0
2026-04-08,P0039,253,2,0,0
2026-04-09,P0039,316,1,0,0
2026-04-10,P0039,359,3,0,0
2026-04-11,P0039,245,2,0,0
2026-04-12,P0039,416,2,0,0
2026-04-13,P0039,324,2,0,0
2026-04-14,P0039,263,1,0,0
2026-04-15,P0039,257,2,0,0
2026-04-16,P0039,357,3,0,0
2026-04-17,P0039,314,2,0,0
2026-04-18,P0039,296,2,0,0
2026-04-19,P0039,288,2,0,0
2026-04-20,P0039,261,1,0,0
2026-04-21,P0039,250,2,0,0
2026-04-22,P0039,297,2,0,0
2026-04-23,P0039,253,2,0,0
2026-04-24,P0039,291,2,0,0
2026-04-25,P0039,280,2,0,0
2026-04-26,P0039,262,1,0,0
2026-04-27,P0039,308,1,0,0
2026-04-28,P0039,284,2,0,0
2026-03-30,P0451,2234,53,2,0
2026-03-31,P0451,2122,28,1,0
2026-04-01,P0451,1584,41,2,0
2026-04-02,P0451,2542,42,3,0
2026-04-03,P0451,2059,43,3,0
2026-04-04,P0451,2210,48,3,0
2026-04-05,P0451,2193,30,2,0
2026-04-06,P0451,2101,51,2,0
2026-04-07,P0451,2233,46,2,0
2026-04-08,P0451,2194,46,3,0
2026-04-09,P0451,1503,20,1,0
2026-04-10,P0451,2720,43,2,0
2026-04-11,P0451,1965,50,3,0
2026-04-12,P0451,2151,47,4,0
2026-04-13,P0451,2822,48,3,0
2026-04-14,P0451,1881,38,2,0
2026-04-15,P0451,2361,47,2,0
2026-04-16,P0451,2210,40,2,0
2026-04-17,P0451,3134,44,2,0
2026-04-18,P0451,2926,42,2,0
2026-04-19,P0451,2353,57,4,0
2026-04-20,P0451,2306,28,1,0
2026-04-21,P0451,2178,28,1,0
2026-04-22,P0451,2290,33,1,0
2026-04-23,P0451,2438,58,5,0
2026-04-24,P0451,2744,38,2,0
2026-04-25,P0451,1928,42,3,0
2026-04-26,P0451,2313,46,3,0
2026-04-27,P0451,2422,49,3,0
2026-04-28,P0451,2196,31,2,0
2026-03-30,P0046,470,9,2,0
2026-03-31,P0046,467,10,0,0
2026-04-01,P0046,590,14,3,0
2026-04-02,P0046,523,11,2,0
2026-04-03,P0046,458,11,3,0
2026-04-04,P0046,475,7,2,0
2026-04-05,P0046,531,9,2,0
2026-04-06,P0046,555,14,4,0
2026-04-07,P0046,401,8,3,0
2026-04-08,P0046,502,13,3,0
2026-04-09,P0046,451,7,2,0
2026-04-10,P0046,492,9,2,0
2026-04-11,P0046,541,10,3,0
2026-04-12,P0046,559,11,1,0
2026-04-13,P0046,490,8,1,0
2026-04-14,P0046,601,11,1,0
2026-04-15,P0046,503,6,1,0
2026-04-16,P0046,322,5,1,0
2026-04-17,P0046,467,7,2,0
2026-04-18,P0046,548,8,1,0
2026-04-19,P0046,526,12,2,0
2026-04-20,P0046,610,8,2,0
2026-04-21,P0046,572,10,1,0
2026-04-22,P0046,408,6,1,0
2026-04-23,P0046,427,9,2,0
2026-04-24,P0046,550,13,3,0
2026-04-25,P0046,409,8,1,0
2026-04-26,P0046,540,12,3,0
2026-04-27,P0046,451,11,2,0
2026-04-28,P0046,492,6,1,0
2026-03-30,P0238,255,5,0,0
2026-03-31,P0238,371,7,0,0
2026-04-01,P0238,222,3,0,0
2026-04-02,P0238,266,4,0,0
2026-04-03,P0238,251,4,0,0
2026-04-04,P0238,289,3,0,0
2026-04-05,P0238,274,3,0,0
2026-04-06,P0238,307,5,0,0
2026-04-07,P0238,303,4,0,0
2026-04-08,P0238,286,3,0,0
2026-04-09,P0238,295,3,0,0
2026-04-10,P0238,333,5,0,0
2026-04-11,P0238,241,5,0,0
2026-04-12,P0238,304,4,0,0
2026-04-13,P0238,233,3,0,0
2026-04-14,P0238,227,3,0,0
2026-04-15,P0238,318,5,0,0
2026-04-16,P0238,251,4,0,0
2026-04-17,P0238,290,5,0,0
2026-04-18,P0238,262,4,0,0
2026-04-19,P0238,230,3,0,0
2026-04-20,P0238,286,4,0,0
2026-04-21,P0238,334,6,0,0
2026-04-22,P0238,257,5,0,0
2026-04-23,P0238,304,4,0,0
2026-04-24,P0238,214,3,0,0
2026-04-25,P0238,281,5,0,0
2026-04-26,P0238,265,5,0,0
2026-04-27,P0238,395,7,0,0
2026-04-28,P0238,238,3,0,0
2026-03-30,P0391,585,9,0,0
2026-03-31,P0391,611,12,1,0
2026-04-01,P0391,498,9,0,0
2026-04-02,P0391,517,9,1,0
2026-04-03,P0391,545,9,0,0
2026-04-04,P0391,644,9,1,0
2026-04-05,P0391,436,8,0,0
2026-04-06,P0391,510,8,0,0
2026-04-07,P0391,628,9,0,0
2026-04-08,P0391,591,5,0,0
2026-04-09,P0391,609,10,0,0
2026-04-10,P0391,505,9,0,0
2026-04-11,P0391,487,10,0,0
2026-04-12,P0391,737,17,2,0
2026-04-13,P0391,648,11,0,0
2026-04-14,P0391,645,11,0,0
2026-04-15,P0391,401,8,0,0
2026-04-16,P0391,482,6,0,0
2026-04-17,P0391,621,8,0,0
2026-04-18,P0391,371,8,1,0
2026-04-19,P0391,483,8,1,0
2026-04-20,P0391,571,10,0,0
2026-04-21,P0391,576,8,1,0
2026-04-22,P0391,562,12,1,0
2026-04-23,P0391,403,6,0,0
2026-04-24,P0391,389,6,0,0
2026-04-25,P0391,534,10,1,0
2026-04-26,P0391,589,13,1,0
2026-04-27,P0391,533,7,0,0
2026-04-28,P0391,496,9,0,0
2026-03-30,P0352,3725,81,3,0
2026-03-31,P0352,4122,84,4,0
2026-04-01,P0352,4621,80,4,0
2026-04-02,P0352,3548,51,2,0
2026-04-03,P0352,4577,78,4,0
2026-04-04,P0352,4187,69,3,0
2026-04-05,P0352,3981,78,3,0
2026-04-06,P0352,5051,111,5,0
2026-04-07,P0352,3591,61,3,0
2026-04-08,P0352,4465,61,3,0
2026-04-09,P0352,3419,77,5,0
2026-04-10,P0352,4440,91,5,0
2026-04-11,P0352,3214,80,4,0
2026-04-12,P0352,3394,66,2,0
2026-04-13,P0352,4461,70,2,0
2026-04-14,P0352,3692,67,2,0
2026-04-15,P0352,4444,88,3,0
2026-04-16,P0352,4023,79,4,0
2026-04-17,P0352,4193,97,4,0
2026-04-18,P0352,4136,103,3,0
2026-04-19,P0352,3877,70,3,0
2026-04-20,P0352,4065,91,4,0
2026-04-21,P0352,3611,40,2,0
2026-04-22,P0352,4289,87,3,0
2026-04-23,P0352,4606,115,7,1
2026-04-24,P0352,4035,74,2,0
2026-04-25,P0352,3335,60,2,0
2026-04-26,P0352,3991,66,2,0
2026-04-27,P0352,3820,59,3,0
2026-04-28,P0352,2818,50,2,0
2026-03-30,P0341,143,1,0,0
2026-03-31,P0341,192,1,0,0
2026-04-01,P0341,151,1,0,0
2026-04-02,P0341,162,1,0,0
2026-04-03,P0341,163,2,0,0
2026-04-04,P0341,176,1,0,0
2026-04-05,P0341,190,1,0,0
2026-04-06,P0341,158,2,0,0
2026-04-07,P0341,148,1,0,0
2026-04-08,P0341,147,1,0,0
2026-04-09,P0341,179,2,0,0
2026-04-10,P0341,127,1,0,0
2026-04-11,P0341,133,1,0,0
2026-04-12,P0341,109,0,0,0
2026-04-13,P0341,113,1,0,0
2026-04-14,P0341,113,1,0,0
2026-04-15,P0341,153,2,0,0
2026-04-16,P0341,172,1,0,0
2026-04-17,P0341,157,1,0,0
2026-04-18,P0341,156,1,0,0
2026-04-19,P0341,165,2,0,0
2026-04-20,P0341,183,1,0,0
2026-04-21,P0341,147,1,0,0
2026-04-22,P0341,144,1,0,0
2026-04-23,P0341,152,0,0,0
2026-04-24,P0341,180,2,0,0
2026-04-25,P0341,130,1,0,0
2026-04-26,P0341,151,2,0,0
2026-04-27,P0341,138,1,0,0
2026-04-28,P0341,161,1,0,0
2026-03-30,P0277,736,10,0,0
2026-03-31,P0277,699,7,0,0
2026-04-01,P0277,606,6,0,0
2026-04-02,P0277,653,5,0,0
2026-04-03,P0277,540,4,0,0
2026-04-04,P0277,615,7,0,0
2026-04-05,P0277,710,3,0,0
2026-04-06,P0277,610,6,0,0
2026-04-07,P0277,798,10,0,0
2026-04-08,P0277,372,3,0,0
2026-04-09,P0277,665,8,0,0
2026-04-10,P0277,873,10,0,0
2026-04-11,P0277,614,7,0,0
2026-04-12,P0277,635,6,0,0
2026-04-13,P0277,764,7,0,0
2026-04-14,P0277,515,4,0,0
2026-04-15,P0277,592,5,0,0
2026-04-16,P0277,604,5,0,0
2026-04-17,P0277,765,8,0,0
2026-04-18,P0277,593,8,0,0
2026-04-19,P0277,504,8,0,0
2026-04-20,P0277,744,9,0,0
